text,is_spoiler,source,mal_id,timestamp
"First review (7/25/16). This movie is great and just miraculously outstanding. Eichiro Oda never fails to deliver beauty in art to his audience. The music is fantastic thanks to the music staff that put their soul into the making . The colors are just so sharp,crispy and delicious. The story is fantastic as always expected from the most popular mangaka of all time. 4 Dimensional Experience is legitimately the best experience. Watching this movie on the day of its release was like a dream come true. I am a pirate but these are better pirates if you get what I mean. What to expect: Luffy (Gear 4) RoronoaZoro (air swoosh)",False,anime_review,31490,2016-07-25T17:41:00+00:00
"I am a big fan of One Piece, have always been and as a fan this movie is a must watch, not because it is canon but because it might be one of the best One Piece movies. In fact, i think it is the second best One Piece movie right after Strong World. I am not a japanese speaker but i had the luck to be able to watch it in the theaters in japan right after it came out. It was a highly entertaining movie, and just about as good as a non canon movie can be. I don't think this is a movie exceptionallygood for someone who doesn't know the main story already, but i went to see it with people that are not into the One piece universe and they liked it very much too.

What might be considered the worst part of the movie are the villains, Tesoro is fine as a main villain but his ""crew"" was really lackluster unfortunately. Due to the high number of the main cast (straw hats) it was impossible to give every one of them a super important role. The ones who where lacking in this movie where brook and chopper mostly.

This movie focuses mostly on Nami, Luffy and Franky which was a very good surprise. I also loved one of the characters from Tesoro's crew, Carina was the highlight of the movie for me.

This movie had a fair share of entertaining plot twists and also a very good setting.

Finally Toei gave One Piece the animation quality it deserves with some beautiful fights throughout the entire movie. The sound for me in the cinema was too loud, which was a detriment to the show especially during the start of the movie and at the end, with explosions that where both capable of destroying ships as much as they where able to destroy my ears capability of hearing.

Overall a must watch for One Piece fans, it was such a joy to watch, especially with the huge amount of references to the main series. If you are not a One piece fan i also recommend this movie because it is very entertaining even though you might feel a bit lost with the terminology like Haki, Devil fruits, Awakening.

My Overall score for this movie is a 7, this does not mean that it was a bad movie by any means, in fact this means its a highly recommendable movie. As i said previously if you are a fan of the series you are gonna absolutely LOVE this movie.

Absolutely worth the 15$ i had to pay for my ticket to the cinema.",False,anime_review,31490,2016-08-04T09:11:00+00:00
"One Piece Film: Gold is the third modern One Piece movie and the second post timeskip. At this point the formula for a One Piece movie has been set in stone, and it is most efficient to evaluate the film based on how it meets expectations. From an aesthetic perspective the movie is basically flawless. The animation is gorgeous, the character designs are on point, and every costume change the case goes through is exciting and memorable. The film-exclusive character is far more memorable than most of her predecessors as she is an old girlfri- I mean accomplice of Nami's from her cat burglar days, andtheir dynamic is simple but effective. Getting the One Piece cast to do a heist film is inherently interesting given how batshit insane the characters are, and the genre-standard twists are handled well. There is a particular sub-twist that makes perfect sense in universe that was both inspired and hilarious.

The movie isn't flawless character wise. Like most OP movies the characterization is slightly off. Nami, despite having ample screen time, never comments on the fact that the kids enslaved by the casino are basically in the same situation she was in for a decade. Luffy seems unusually apathetic when a crewmate is placed in danger in the first act. Nothing is egregious, but it is enough to take notice. As for most modern OP films some characters are included for no reason other than to have them in marketing material. Still have no idea what Sabo and Lucci were doing. The gambler character introduced serves no particular purpose and just drags down the movie in the middle.

The main villain is compelling ideologically, but never gets quite enough attention to make sense. His devil fruit is busted to the point it is completely unbelievable, and the main confrontation between him and Luffy suffers as a result. Cool idea, but not enough spice to make him memorable.

Its a good One Piece experience, but outside the outfits and nice cuts of animation provides nothing to remember it by.

Score: Strong 6 to a Light 7",False,anime_review,31490,2021-01-08T22:12:00+00:00
"This is far better than most of the movies I have recently seen. Trust me, I know what I'm saying. Even though I pay most of the attention to the story and music, all the elements of the story contributed to extremely outstanding time I had watching this movie. Because Film Gold is everything that a good Vegas - style movie should have - a thrill, respectful villain, and this outstanding music that deepens the entire experience. And Film Gold is packed with goodies since the very beginning, when the Strawhats arrive at Gran Tesoro. The giant show, incredible battle sequences (oh yes! Gold has the bestfight scenes EVER!), the design of the golden city, giant race, the long - gone characters that we all craved to see on the screen since they were announced to appear... 

In fact, the only thing I didn't like that much were the voices of Carina and Baccarat. They didn't match the characters at all, especially Baccarat, who spoke in a very flegmatic, annoying way. I also hoped that Carina would sing something, since she was supposed to be Gran Tesoro's singing queen. Gild Tesoro's inspirational and moving flashbacks also were given too little time, which I guess would be welcomed with open arms by the most of the audience.

Nevertheless, One Piece: Film GOLD is a masterpiece and a crown jewel of entire OP franchise. If you want to see it, definitely do it in the cinema! It's one of those outstanding movies that should be viewed only there... You won't regret.",False,anime_review,31490,2016-08-02T01:03:00+00:00
"Story- Generic and Bad. characters- Every new character is horrible, poorly fleshed out and annoying with awful motives. Art/sound- Art was to be expected of a high movie budget toei onepiece film, and the sound was passable aswell. It was jazzy and bombastic fitting for the casino setting. Overall- only gets up to a 2 because of one man of principal. Sgt Straight. The only reason i stuck with this movie to the bitter end. As a Fellow man of principal I cannot recommend this movie to anybody that enjoys quality anime. RIP. ""Turns are disgusting, just like the plot twists in this movie.""-Sgt Straight",False,anime_review,31490,2019-01-09T15:04:00+00:00
"The amount of advertising and hype leading up to this film rivals that of Strong World. Since Oda gave his stamp of approval (as well as being the executive producer) the fans had high expectations for Film: Gold. The Straw Hat pirates visit a large ship / city on the ocean known as Gran Tesoro but things take a turn when one of the members of the crew is captured and set to be executed. Story: 7 The story, while interesting, felt like it was lacking at times. Certain parts felt rather rushed while others seemed as if they were dragging on. The first 30 minutesor so were probably my least favourite of the movie. The scenery of Gran Tesoro is beautiful but the number of times the camera pans around buildings and streets starts to feel like an extended 3D tour of the city rather than relate to the plot. 
Starting about 30 minutes in is when the story actually takes off and for the most part it's well written. If you know One Piece, you know what to expect. The plot doesn't deviate from the standard One Piece storytelling or take any major risks. I see this as both a plus and a minus. It's /good/ that the writers of the movie didn't try anything new or crazy that might conflict with the overall story and characters of One Piece, but the /bad/ is that the film is very predictable because it follows an extremely familiar story structure. 

There were also a few times that things felt out of place. For example, about an hour into the movie there is a sequence when the Straw Hats are breaking up into teams (as they often do) and the whole thing felt like a video game cut scene. While it was artsy and cool to look at, the whole thing was a bit random to me. 
Speaking of breaking into teams; one of the best highlights of this movie for me was Luffy and Franky teaming up. Off the top of my head I can't recall that happening recently, but it worked really well for the film. Had a few good laughs in the scenes with the two of them. 

Truly the last half of this film is what brought this movie from 'ok' to 'good' in my honest opinion. I personally didn't much care for the first few parts with seemingly random car chases and gambling, but once Luffy and the Straw Hats face off Tesoro the first time is when things start to get interesting, and then later when splitting into teams is when everything gets exciting. 

Art: 9
As it is with most One Piece movies, especially in recent years, the art is spectacular. Lots of effort put into the visuals, the sets, and even the clothes... the Straw Hats make at least 3 major wardrobe changes in this film!
The animation is much smoother and more detailed than what we see in the anime, and during the fight sequences is when the animation really shines. For example, we haven't seen Gear Fourth used in a film with a high budget up until this point, and (though it was short lived) it looked great. 

Like I mentioned before, the scenes at the start with them going through the city and all the pan shots felt weird, but that's really the only downside to the art that I could see. 

Sound: 10
The voice acting was just as good as I wanted it to be; there was heart and effort in their deliveries and I couldn't have asked for more. What should be talked about as well as the voice acting is the soundtrack.
The music in this was phenomenal! One of the best soundtracks I've heard in a One Piece film. A few of the songs in particular stood out to me, some of the darker scenes were made all the more chilling with the music that accompanied it. 

Same goes for the more exciting or high energy scenes, the upbeat music was very well timed with the comedy. I would watch this film again just for the sake of this soundtrack. 

Character: 7 
Our main cast is all present for this movie. Currently in the manga / anime the Straw Hats have split up and it's been a long while since they were all together. So it was refreshing to see everyone. 
Not every character gets a shining moment though. Some of the Straw Hats just stood there for the majority of the film. Even characters like Sanji only got a few good kicks in for his final fight and that might be disappointing to many fans. 

I'll avoid spoilers, however as a side note, there are characters who I wish had gotten more screen time and I also wish some of the new characters that were introduced had more time to be developed as well. Since it is a movie it's limited in what it can deliver because of time, but I think they could have afforded to give these new characters a few extra minutes. 

Tesoro was a great villain with an intriguing past. I wasn't expecting to learn much about his history but we do get a crash course on his childhood / young adult life and the story did well to make him more than a one-dimensional villain. Perhaps not to the point that you sympathize with him much since there were few redeeming qualities about him, but it is nice when the writers put effort into making a character more than just a raging psychopath with no motivation. I wish we could have seen more of his history, but either way I was satisfied with what I received. 

Enjoyment: 8
There were several laugh-out-loud funny moments in this film. While not all around comedy gold, there were a few distinct parts where I just folded laughing. 

As previously mentioned, the art is great and I thoroughly enjoyed seeing how nicely the fights were animated. If anything, the fights in the movie alone are worth the price of admission. There was enough action and adventure throughout the run-time and I walked out feeling satisfied. 

When comparing it to other One Piece films, I'd say I enjoyed it more than Film Z, but overall I'd say it is not as entertaining as Strong World. 

Overall: 8
If you like One Piece, go see this. If you don't like One Piece, I doubt this will be the movie to change your mind. It still has all the typical and at times “cliche” One Piece moments, and follows the same structure we've seen with many villains and storylines in the original series, but even so it's a fun ride. 

While this is not the best One Piece film in my opinion, it still ranks high on the list and is certainly worth watching.",False,anime_review,31490,2016-08-10T19:28:00+00:00
"This one was remarkably well-plotted for a shonen anime tie-in movie. Lots of moving pieces. Every new character was there for a reason beyond simply being the bad guy of the week, and the preexisting cast outside of the Straw Hats were well-integrated. And who doesn't like a heist movie? That said, its message is at once something I deeply agree with and something I despair over it needing to be said at all. In our global economic system, money equals power and ownership of other people. Employment is indistinguishable from slavery, only instead of whips they psychologically torment us with the threat of homelessness. Thereare countless other pieces of media that say exactly the same thing (which is fine) and the social programming that says that this situation is OK is so thick that there are probably people out there who enjoy this and came away believing they would make a ""good rich person"" if they were given the chance. Which would make them indistinguishable from the villain, who achieved his dream of wealth and then proceeded to be this sort of person. Which, yes, is part of the message, but it just sickens me that that could be lost on anyone to any extent.

Why does this need to be said? Money is the root of all evil (well, the authority that comes with it). Money is a fake thing that people decided should exist several thousand years ago. It has widely, empirically proven itself to be a grand disaster of humanitarian proportions. And yet we still need to spend money to buy fucking food. To buy fucking housing from people whose ""job"" is owning places others are forced at (the police's) gunpoint to pay rent to remain in. There is no satisfactory explanation for this situation.",False,anime_review,31490,2022-08-04T00:44:00+00:00
"Leave it to the movie production's team to consistently create a dollar-store One Piece's story While the final confrontation and the backstory of Tesoro managed to reach that high canon standard, sadly, almost anything else in here is guaranteed you'll never caught Oda slacking and putting any into his main storyline. The Western influence of the mafias and heist movies is so apparent and so cheaply recreated, they didn't even try to masks all the twist and cliches they've borrowed. The spirit of the main crew is lost in this mixture, they're even betraying the character in one scene where there are kids being abused and Luffyjust standing there watching! 

This feels like someone trying to do One Piece instead of really doing it. It's a jumble of everything that you has ever liked about the series, but so try-hard and half-assed, resulting in zero personality.",False,anime_review,31490,2024-06-22T09:03:00+00:00
"One piece Film gold i by far my favorite one piece movie but you will notice i still gave it a 8/10 due to the predictable ending and side characters which could've played a much better role in the story if introduced well. as well as the way the trailer introduced a few characters which got people exited for only to be disappointed by how small a role they were given. Story- 7/10 Good The story in one piece film gold is well average and meets the other one piece movies standards story well if you loved the story of the past one piece moviesthen you will have no problem with this one. Rather than following a completely original narrative like previous films Z and Strong World, One Piece Film: Gold uses the typical story-arc structure seen in such arcs as Thriller Bark and Punk Hazard.

Art- 9/10 Great
as a person who watches one piece weekly it was amazing to see the straw hat pirates gloriously animated after being stuck with less then acceptable animation weekly

sound- 9/10 Great
The soundtrack for one piece film gold is above average not saying that the normal one piece soundtrack is bad i love it just as much as the one in film gold. compared to the other one piece movies soundtrack this one is so much better.

Characters- 7/10 good
Although i like the gild tesoro he was pure entertainment but next to Shiki and Z who are legendary characters in the one piece universe he cant compare to the two And some characters were huge disappointments as i mentioned in the beginning i wont say who to avoid spoilers but i thing people who watch the movie can agree with me. and side characters who could've been introduced in a better way as for the outfits tesoro and Robins were the ones to me stood out the most.

Enjoyment- 8/10 very good
One piece Film gold Was really Fun the movie starts in and amazing way and ends in predictable but enjoyable fight.

Overall- 8/10 Very good
The movie was Gold to say the least and i hope every one piece fan will have the chance to watch it the movie also allows people who dont really care about one piece can enjoy the movie but will accept the small amount of spoilers that it has.",False,anime_review,31490,2016-08-16T04:14:00+00:00
"As a One Piece fan, you may look at this movie from different prospectives: At one side, a manga reader will complain about the story, or about its consistency. An anime fan may look at it and think ""Wow, so this is where the budget was going to"". While a casual fan will probably simply enjoy it and not think too much about it. On my point of view, I cannot consider this movie a 10/10 for various reasons, but first, let's talk about what it was good: SOUND/MUSIC: I honestly cannot find anything to complain here. The soundtrack was really good, it goes perfectly and smoothlywith each transition. We have old style Toei sound effects that never get old and make some sequences and attacks look badass as usual. Voice acting on point. Nothing negative here. 

ART/ANIMATION:
I noticed I fairly big amount of CGI mixed with the drawn characters and objects. Sometimes it's too overwhelming, especially when there are several shots of background and scenery that barely have any artwork in it, definitely not amazing. However, the animation itself was nearly flawless, a good thing from Toei, out of every studio... The whole thing was colored and animated very well, there are good switches of light and tonality in each scene, and I was glad to see that I could enjoy some One Piece without any derpy face or bad drawn limb to worry about. 

CHARACTERS:
Now, there are a few things to consider here. Despite I can't say that the characters introduced in this movie are as good as some very memorable canon characters, I can see the issue of writing a character and expose it in a 2 hours movie, which definitely it's not enough, but I found a couple of them pretty likable. The villain of the movie, who by the way is introduced before the main characters, is kinda overpowered in his own way, but has a charm of his own, even though, as I mentioned before, he doesn't compare to canon villains, he still was a lot better than Hody Jones. I loved seeing certain characters of the canonical story getting involved. Despite the short screentime, it felt more connected to the rest.  As for the main cast, I kinda saw Luffy out of character a few times, especially at the start, but then everything went back to normal once the plot kicked in. Speaking of which... 

STORY/PLOT:
The plot isn't particularly different from other One Piece arcs. Which consists in getting into a new island, getting involved in a few shenenigans and kick the bad guy's ass. I appreciated a lot the how they came up with the whole concept of the island, and how it works. There were a few creative powers introduced, and I liked their use. The actual story kicks in around the 40th minute mark, in which the whole movie gets more interesting. Before that mark it's all about establishing how things are, and the crew fooling around. The concept that the movie talks about, slavery, greed, power, injustice etc... are nothing new to the series. Although more subtle than usual, they were there. Just for a change, One Piece mixed itself with Mission Impossible and Ocean 11, and I can't lie that it was pretty funny. Even though it's not its strong point, the plot is quite bareble, quite out of nowhere, takes a few twists, and it gets triggered in a way I honestly did not like. The ending, I liked it. It wasn't anything amazing, but at least put a smile on my face. Not really much I can say, since it's not tied with outside events and it's palpable in the execution of the movie itself. 

Overall, a very good movie, for the premise and purpose that it had, I can say that I wasn't disappointed, but neither extremely surprised. I think 8/10 is pretty fair, counting my enjoyment as well. If not, at least a 7 for recognising both good things and bad sides of it. 
It was pretty fun, I would probably reccomand it to a fan.",False,anime_review,31490,2017-01-24T09:54:00+00:00
